doi,oa_type,is_oa,title,published_date,published_year,genre,journal_is_in_doaj,journal_issns,journal_name,publisher,repositories,scientific_field
10.1249/mss.0000000000002181,repository,True,Physiological Profile of a 59-Year-Old Male World Record Holder Marathoner,2019-10-25,2019.0,journal-article,False,"1530-0315,0195-9131",Medicine & Science in Sports & Exercise,Ovid Technologies (Wolters Kluwer Health),researchonline.ljmu.ac.uk,Biology (fond.)
10.1016/j.renene.2019.09.024,closed,False,"Enhanced hydrogen production by a sequential dark and photo fermentation process: Effects of initial feedstock composition, dilution and microbial population",2020-03-01,2020.0,journal-article,False,0960-1481,Renewable Energy,Elsevier BV,,unknown
10.1111/1758-2229.12829,repository,True,Widespread microbial mercury methylation genes in the global ocean,2020-02-28,2020.0,journal-article,False,"1758-2229,1758-2229",Environmental Microbiology Reports,Wiley,HAL;www.biorxiv.org,Biology (fond.)
10.5194/essd-12-457-2020,publisher;repository,True,"CHLSOC: the Chilean Soil Organic Carbon database, a multi-institutional collaborative effort",2020-02-26,2020.0,journal-article,True,1866-3516,Earth System Science Data,Copernicus GmbH,HAL;opus.bibliothek.uni-augsburg.de;www.research-collection.ethz.ch,unknown
10.1038/s41598-020-60394-8,publisher;repository,True,Sub-oxycline methane oxidation can fully uptake CH4 produced in sediments: case study of a lake in Siberia,2020-02-25,2020.0,journal-article,True,2045-2322,Scientific Reports,Springer Science and Business Media LLC,HAL;europepmc.org;www.ncbi.nlm.nih.gov,Biology (fond.)
10.1021/acs.chemmater.9b03621,repository,True,Quantifying the Extent of Ligand Incorporation and the Effect on Properties of TiO2 Thin Films Grown by Atomic Layer Deposition Using an Alkoxide or an Alkylamide,2020-01-23,2020.0,journal-article,False,"0897-4756,1520-5002",Chemistry of Materials,American Chemical Society (ACS),HAL,unknown
10.1140/epjc/s10052-020-7741-0,publisher;repository,True,Gluon propagator and three-gluon vertex with dynamical quarks,2020-02-01,2020.0,journal-article,True,"1434-6044,1434-6052",The European Physical Journal C,Springer Science and Business Media LLC,arxiv.org;rabida.uhu.es,unknown
10.1016/j.jbiotec.2020.01.010,repository,True,"Correlations between microbial population dynamics, bamA gene abundance and performance of anaerobic sequencing batch reactor (ASBR) treating increasing concentrations of phenol",2020-02-01,2020.0,journal-article,False,0168-1656,Journal of Biotechnology,Elsevier BV,HAL,Biology (fond.)
10.3389/fphys.2020.00097,publisher;repository,True,Hyperoxia During Exercise: Impact on Adenosine Plasma Levels and Hemodynamic Data,2020-02-11,2020.0,journal-article,True,1664-042X,Frontiers in Physiology,Frontiers Media SA,HAL;europepmc.org;www.ncbi.nlm.nih.gov,Medical research
10.1007/s11356-020-07783-8,publisher;repository,True,"Microplastics in seawater: sampling strategies, laboratory methodologies, and identification techniques applied to port environment",2020-02-06,2020.0,journal-article,False,"0944-1344,1614-7499",Environmental Science and Pollution Research,Springer Science and Business Media LLC,HAL;europepmc.org;www.ncbi.nlm.nih.gov,Biology (fond.)
10.1016/j.ecss.2019.106529,publisher,True,Impact of wind-driven circulation on contaminant dispersion in a semi-enclosed bay,2020-02-01,2020.0,journal-article,False,0272-7714,"Estuarine, Coastal and Shelf Science",Elsevier BV,,Biology (fond.)
10.1103/physrevd.101.046003,repository,True,Effective dynamics from coherent state path integral of full loop quantum gravity,2020-02-05,2020.0,journal-article,False,"2470-0010,2470-0029",Physical Review D,American Physical Society (APS),arxiv.org,unknown
10.1111/ijpo.12613,closed,False,Acute intense exercise improves sleep and decreases next morning consumption of energy‐dense food in adolescent girls with obesity and evening chronotype,2020-02-04,2020.0,journal-article,False,"2047-6302,2047-6310",Pediatric Obesity,Wiley,,Medical research
10.1152/japplphysiol.00819.2019,publisher;repository,True,Analysis of the world record time for combined father and son marathon,2020-02-01,2020.0,journal-article,False,"8750-7587,1522-1601",Journal of Applied Physiology,American Physiological Society,researchonline.ljmu.ac.uk,Medical research
10.3390/nano10020195,publisher;repository,True,Composite Nanogels Based on Zeolite-Poly(ethylene glycol) Diacrylate for Controlled Drug Delivery,2020-01-22,2020.0,journal-article,True,2079-4991,Nanomaterials,MDPI AG,europepmc.org;www.ncbi.nlm.nih.gov,Chemistry
10.3390/ma13030688,publisher;repository,True,Voltammetric Sensor Based on Molecularly Imprinted Chitosan-Carbon Nanotubes Decorated with Gold Nanoparticles Nanocomposite Deposited on Boron-Doped Diamond Electrodes for Catechol Detection,2020-02-04,2020.0,journal-article,True,1996-1944,Materials,MDPI AG,HAL;europepmc.org;uvadoc.uva.es;www.mdpi.com;www.ncbi.nlm.nih.gov,unknown
10.1039/c9pp00331b,publisher,True,Effect of morphology and temperature treatment control on the photocatalytic and photoluminescence properties of SrWO4 crystals,2020-01-01,2020.0,journal-article,False,"1474-905X,1474-9092",Photochemical & Photobiological Sciences,Springer Science and Business Media LLC,,Chemistry
10.3390/jcm9020562,publisher;repository,True,Childhood Leukemia Survivors and Metabolic Response to Exercise: A Pilot Controlled Study,2020-02-19,2020.0,journal-article,True,2077-0383,Journal of Clinical Medicine,MDPI AG,HAL;europepmc.org;www.ncbi.nlm.nih.gov,Medical research
10.1016/j.resp.2019.103321,repository,True,Methodology and reliability of respiratory muscle assessment,2020-02-01,2020.0,journal-article,False,1569-9048,Respiratory Physiology & Neurobiology,Elsevier BV,cronfa.swan.ac.uk,Medical research
10.1016/j.physa.2019.122877,publisher;repository,True,Graph-based era segmentation of international financial integration,2020-02-01,2020.0,journal-article,False,0378-4371,Physica A: Statistical Mechanics and its Applications,Elsevier BV,arxiv.org,unknown
10.1016/j.apm.2019.08.003,closed,False,Numerical simulation of three-dimensional lee waves behind an isolated hill,2020-02-01,2020.0,journal-article,False,0307-904X,Applied Mathematical Modelling,Elsevier BV,,unknown
10.1029/2019gl085282,repository,True,The Delayed Island Mass Effect: How Islands can Remotely Trigger Blooms in the Oligotrophic Ocean,2020-01-23,2020.0,journal-article,False,"0094-8276,1944-8007",Geophysical Research Letters,American Geophysical Union (AGU),HAL;archimer.ifremer.fr,unknown
10.5194/essd-12-151-2020,publisher;repository,True,Green Edge ice camp campaigns: understanding the processes controlling the under-ice Arctic phytoplankton spring bloom,2020-01-27,2020.0,journal-article,True,1866-3516,Earth System Science Data,Copernicus GmbH,HAL;archimer.ifremer.fr;biblio.ugent.be,unknown
10.1002/aqc.3278,closed,False,"Biodiversity, ecology, fisheries, and use and trade of Tetraodontiformes fishes reveal their socio‐ecological significance along the tropical Brazilian continental shelf",2020-01-22,2020.0,journal-article,False,"1052-7613,1099-0755",Aquatic Conservation: Marine and Freshwater Ecosystems,Wiley,,Biology (fond.)
10.1016/j.ijhydene.2019.11.113,repository,True,Impact of the microbial inoculum source on pre-treatment efficiency for fermentative H2 production from glycerol,2020-01-01,2020.0,journal-article,False,0360-3199,International Journal of Hydrogen Energy,Elsevier BV,HAL,unknown
10.1016/j.polymer.2019.121954,closed,False,"Amphiphilic hydrolyzable polydimethylsiloxane-b-poly(ethyleneglycol methacrylate-co-trialkylsilyl methacrylate) block copolymers for marine coatings. I. Synthesis, hydrolysis and surface wettability",2020-01-01,2020.0,journal-article,False,0032-3861,Polymer,Elsevier BV,,Chemistry
10.1525/elementa.397,publisher;repository,True,Contrasting pelagic ecosystem functioning in eastern and western Baffin Bay revealed by trophic network modeling,2020-01-01,2020.0,journal-article,True,2325-1026,Elementa: Science of the Anthropocene,University of California Press,HAL,unknown
10.1007/s11047-019-09780-4,publisher,True,Preface,2020-01-04,2020.0,journal-article,False,"1567-7818,1572-9796",Natural Computing,Springer Science and Business Media LLC,,Humanities
10.1051/0004-6361/201936163,publisher;repository,True,High-precision Monte Carlo modelling of galaxy distribution,2020-01-01,2020.0,journal-article,False,"0004-6361,1432-0746",Astronomy & Astrophysics,EDP Sciences,arxiv.org;www.aanda.org,unknown
10.1016/j.ifacol.2020.12.1071,publisher;repository,True,Dynamic Output Feedback Stabilization of Non-uniformly Observable Dissipative Systems,2020-01-01,2020.0,journal-article,False,2405-8963,IFAC-PapersOnLine,Elsevier BV,HAL,unknown
10.1016/j.ifacol.2021.04.063,publisher,True,Event-driven control for reaching a steady state in controlled Generalized Batches Petri Nets,2020-01-01,2020.0,journal-article,False,2405-8963,IFAC-PapersOnLine,Elsevier BV,,unknown
10.1051/shsconf/20207801029,publisher,True,Enonciation et argumentation dans les rapports parlementaires autour du gaz de schiste : impartialité ou influence ?,2020-01-01,2020.0,journal-article,True,2261-2424,SHS Web of Conferences,EDP Sciences,,Humanities
10.1051/epjconf/202022501013,publisher,True,Role of chemical substitution in the photoluminescence properties of cerium samarium tungstates Ce(2-x)Smx (WO4)3 (0≤x≤0.3),2020-01-01,2020.0,journal-article,True,2100-014X,EPJ Web of Conferences,EDP Sciences,,unknown
10.1109/icfhr2020.2020.00023,closed,False,The “ScribbleLens” Dutch Historical Handwriting Corpus,2020-09-01,2020.0,proceedings-article,False,,2020 17th International Conference on Frontiers in Handwriting Recognition (ICFHR),IEEE,,Medical research
10.4000/babel.11388,publisher,True,La chasse aux têtes dans quelques romans arthuriens en vers du xiiie siècle : vers une amplification de la violence ?,2020-12-31,2020.0,journal-article,True,"1277-7897,2263-4746",Babel,OpenEdition,,Humanities
10.4000/babel.11056,publisher,True,Introduction,2020-12-31,2020.0,journal-article,True,"1277-7897,2263-4746",Babel,OpenEdition,,Humanities
10.4000/babel.11646,publisher,True,L’Orient revisité : décapitations et rhétorique de la violence dans les enluminures et dans Richard Coer de Lyon au xve siècle,2020-12-31,2020.0,journal-article,True,"1277-7897,2263-4746",Babel,OpenEdition,,Humanities
10.4000/babel.11755,publisher,True,"Cahiers Octave Mirbeau, n° 27, Paris, Classiques Garnier, 2020, 405 p., 39 €",2020-12-31,2020.0,journal-article,True,"1277-7897,2263-4746",Babel,OpenEdition,,Humanities
10.5220/0009038400530063,closed,False,Modelling Movement Time for Haptic-enabled Virtual Assembly,2020-01-01,2020.0,proceedings-article,False,,"Proceedings of the 15th International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications",SCITEPRESS - Science and Technology Publications,,Biology (fond.)
10.1016/bs.abr.2019.12.001,repository,True,"Dictyotaceae (Dictyotales, Phaeophyceae) species from French Polynesia: current knowledge and future research",2020-01-01,2020.0,book-chapter,False,0065-2296,Seaweeds Around the World: State of Art and Perspectives,Elsevier,repository.usp.ac.fj,Biology (fond.)
10.23638/lmcs-16(4:2)2020,closed,False,,,,,,,,,,unknown
10.1016/j.mex.2020.101039,publisher;repository,True,Soil sample conservation from field to lab for heterotrophic respiration assessment,2020-01-01,2020.0,journal-article,True,2215-0161,MethodsX,Elsevier BV,www.ncbi.nlm.nih.gov,Biology (fond.)
10.1557/adv.2020.401,closed,False,Self-Assembly and Electrochemical Characterization of Ferrocene-based Molecular Diodes for Solar Rectenna Device,2020-12-01,2020.0,journal-article,False,2059-8521,MRS Advances,Springer Science and Business Media LLC,,unknown
10.4000/babel.10151,publisher,True,Écrire chez Leïla Marouane : une réappropriation littéraire de l’Histoire,2020-05-18,2020.0,journal-article,True,"1277-7897,2263-4746",Babel,OpenEdition,,Humanities
10.4000/babel.10094,publisher,True,"Décrire une ville d’Islam : Jérôme et Jean Tharaud, Ahmed Sefrioui et Abdellatif Laâbi",2020-05-18,2020.0,journal-article,True,"1277-7897,2263-4746",Babel,OpenEdition,,Humanities
10.4000/babel.9937,publisher,True,Introduction,2020-05-18,2020.0,journal-article,True,"1277-7897,2263-4746",Babel,OpenEdition,,Humanities
10.4000/babel.10276,publisher,True,La poésie du métissage et du rapprochement comme arme contre la politique de l’exclusion : Georges Henein et Jean Sénac,2020-05-18,2020.0,journal-article,True,"1277-7897,2263-4746",Babel,OpenEdition,,Humanities
10.4000/babel.10391,publisher,True,Genre et genres : le VIH par ses récits,2020-05-18,2020.0,journal-article,True,"1277-7897,2263-4746",Babel,OpenEdition,,Humanities
10.4000/babel.10212,publisher,True,"La construction de l’identité féminine, entre héritage méditerranéen et quête émancipatoire dans trois œuvres romanesques contemporaines",2020-05-18,2020.0,journal-article,True,"1277-7897,2263-4746",Babel,OpenEdition,,Humanities
10.4000/babel.10453,publisher,True,Rushes sur le cinéma italien. L’ultimo minuto di Ugo Tognazzi,2020-05-18,2020.0,journal-article,True,"1277-7897,2263-4746",Babel,OpenEdition,,Humanities
10.1109/access.2020.3033038,publisher;repository,True,Original Theory of NGD Low Pass-High Pass Composite Function for Designing Inductorless BP NGD Lumped Circuit,2020-01-01,2020.0,journal-article,True,2169-3536,IEEE Access,Institute of Electrical and Electronics Engineers (IEEE),HAL,unknown
10.1109/access.2020.3024556,publisher,True,Zonal Thermal Room Original Model With Kron’s Method,2020-01-01,2020.0,journal-article,True,2169-3536,IEEE Access,Institute of Electrical and Electronics Engineers (IEEE),,unknown
10.1109/access.2020.3009286,publisher;repository,True,Innovative Theory of Low-Pass NGD via-Hole-Ground Circuit,2020-01-01,2020.0,journal-article,True,2169-3536,IEEE Access,Institute of Electrical and Electronics Engineers (IEEE),HAL,unknown
